축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명,외국인방문수,사진
제40회 해운대 달맞이온천축제,해운대해수욕장,2025-02-10,2025-02-12,월령기원제 행사+달집태우기+개막행사+무대공연 등,사단법인 해운대지구발전협의회,사단법인 해운대지구발전협의회,부산광역시 해운대구청,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303,2025-09-08,3330000,부산광역시 해운대구,1010,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
금산세계인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2025-09-19,2025-09-28,"인삼캐기 체험+미래로봇관+홍삼족욕 및 홍삼팩 마사지체험 등 건강 체험관 운영+국제인삼교역전+엄마 행복하세요 주제에 맞는 콘텐츠 구성 엄마건강UP,행복UP 등",금산문화관광축제재단,충청남도 금산군,,041-750-2262,http://www.insamfestival.co.kr/html/kr/sub2/sub2_020101.html,,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,2025-07-17,4550000,충청남도 금산군,35,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
금산삼계탕축제,금산인삼관 광장 일원,2025-07-18,2025-07-20,가족 여름 삼(蔘)캉스+여름 별빛놀이터+열대야 콘서트+여름 쿨 음악회+금산인삼 푸드코너+간편 삼계요리 경연대회+금산약초 체험마켓 등,금산문화관광축제재단,충청남도 금산군,,041-750-2262,http://www.insamfestival.co.kr/html/kr/sub4/sub4_0401.html,,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,2025-07-17,4550000,충청남도 금산군,159,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
금산보곡산골 산벚꽃축제,산꽃벚꽃마을 오토캠핑장 일원,2025-04-12,2025-04-20,산꽃 술래길 보물찾기+숲속 작은 음악회 및 스탬프투어+보곡산골 가족문화체험 및 특산물 판매 등,금산문화관광축제재단,충청남도 금산군,,041-750-2262,http://www.insamfestival.co.kr/html/kr/sub3/sub3_0301.html,,충청남도 금산군 군북면 자진뱅이길 39,충청남도 금산군 군북면 산안리 302,36.19439815,127.5676098,2025-07-17,4550000,충청남도 금산군,143,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
생거진천문화축제,백곡천 둔치,2025-09-25,2025-09-28,문화예술공연,문화축제추진위원회,진천문화원,충청북도 진천군,043-539-3603,www.jincheon.go.kr,,충청북도 진천군 진천읍 백사천길 17,충청북도 진천군 진천읍 읍내리 209-9,,,2025-07-15,4450000,충청북도 진천군,77,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
생거진천농다리축제,농다리+초평호 일원,2025-04-05,2025-06-08,문화예술공연,농다리축제추진위원회,진천문화원,충청북도 진천군,043-539-3603,www.jincheon.go.kr,,충청북도 진천군 문백면 농다리로 1032-11,충청북도 진천군 문백면 구곡리 601-32,,,2025-07-15,4450000,충청북도 진천군,58,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 유성온천문화축제,온천로 일원+계룡스파텔 잔디광장,2025-05-02,2025-05-04,온천수 물총 스플래쉬+거리퍼레이드+온천수DJ파티,대전광역시 유성구청,대전광역시 유성구청,,042-611-2137,,,대전광역시 유성구 계룡로123번길 52,대전광역시 유성구 봉명동 574,,,2025-07-15,3670000,대전광역시 유성구,1214,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
유성 재즈&맥주 페스타,유림공원,2025-08-29,2025-08-31,재즈연주회+맥주,대전광역시 유성구청,대전광역시 유성구청,,042-611-2137,,,대전광역시 유성구 어은로 22,대전광역시 유성구 봉명동 1013-1,,,2025-07-15,3670000,대전광역시 유성구,1177,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
유성 국화축제,유림공원,2025-10-17,2025-11-02,국화전시+체험+공연,대전광역시 유성구청,대전광역시 유성구청,,042-611-2678,,,대전광역시 유성구 어은로 22,대전광역시 유성구 봉명동 1013-1,,,2025-07-15,3670000,대전광역시 유성구,739,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025년 유성온천 크리스마스축제,온천로 일원+계룡스파텔 잔디광장,2025-12-05,2025-12-07,크리스마스트리전시+마켓운영,대전광역시 유성구청,대전광역시 유성구청,,042-611-2137,,,대전광역시 유성구 계룡로123번길 52,대전광역시 유성구 봉명동 574,,,2025-07-15,3670000,대전광역시 유성구,1303,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제47회 대구약령시한방문화축제,대구약령시 일원,2025-05-08,2025-05-11,장보기+체험,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1007,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
파워풀대구페스티벌,국채보상로 일원,2025-05-10,2025-05-11,공연+체험,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,949,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
대구생활문화제,생활문화센터 등 대구 일원,2025-05-10,2025-05-11,공연+체험,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1030,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
형형색색 달구벌 관등놀이,두류공원 일원,2025-04-27,2025-04-27,행진+공연,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1203,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제19회 대구국제뮤지컬페스티벌,대구오페라하우스 및 공연장,2025-06-20,2025-07-07,공연+전시,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1143,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
대구치맥페스티벌,두류공원,2025-07-02,2025-07-06,체험+공연,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1495,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제22회 대구국제오페라축제,대구오페라하우스 및 대구 일원,2025-09-26,2025-11-08,공연+전시,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,948,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
대구콘텐츠페어,엑스코,2025-09-26,2025-09-27,전시+체험,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1103,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
팔공산 산중전통장터 승시 축제,동화사,2025-10-01,2025-10-03,공연+체험,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1175,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
대구포크페스티벌,코오롱야외음악당,2025-09-26,2025-09-28,공연+전시,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1128,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
월드오케스트라페스티벌,대구콘서트하우스,2025-10-10,2025-11-27,공연+전시,대구광역시청,대구광역시청,대구광역시청,053-803-0114,https://www.daegu.go.kr/index.do,,대구광역시 중구 공평로 88,대구광역시 중구 동인동1가 2-1,35.87155307,128.6012201,2025-07-15,6270000,대구광역시,1174,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제36회 동성로축제,동성로 일원,2025-05-09,2025-05-11,공연+체험,대구광역시 중구,대구광역시 중구,대구광역시 중구,053-661-2000,https://www.jung.daegu.kr/new/pages/main/,,대구광역시 중구 국채보상로139길 1(동인동2가),대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,2025-07-15,6270000,대구광역시,1151,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
대구 문화유산 야행,경상감영,2025-08-29,2025-08-30,전시+체험,대구광역시 중구,대구광역시 중구,대구광역시 중구,053-661-2000,https://www.jung.daegu.kr/new/pages/main/,,대구광역시 중구 국채보상로139길 1(동인동2가),대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,2025-07-15,6270000,대구광역시,1126,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
김광석길페스티벌,김광석거리 일원,2025-10-19,2025-10-20,공연+전시,대구광역시 중구,대구광역시 중구,대구광역시 중구,053-661-2000,https://www.jung.daegu.kr/new/pages/main/,,대구광역시 중구 국채보상로139길 1(동인동3가),대구광역시 중구 동인동2가 177-4,35.86932566,128.6061577,2025-07-15,6270000,대구광역시,1078,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
섬 새우젓축제,지도 젓갈타운 일원,2025-11-24,2025-11-25,개막식+새우젓요리시식+판매행사등,축제추진위원회,전라남도 신안군청,,061-240-8410,https://tour.shinan.go.kr/,,전라남도 신안군 지도읍 해제지도로 1283-24,,,,2025-08-08,5010000,전라남도 신안군,131,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
강남아트X2025 서울아트쇼,코엑스,2025-05-10,2025-12-26,작품전시 아트페어+홍보부스 및 이벤트 운영+갤러리 스탬프투어,서울특별시 강남구청,서울특별시 강남구청,,02-3423-5545,https://visitgangnam.net/cultural-events/end/2023gangnamart/,,서울특별시 강남구 영동대로 513 등,,,,2025-02-08,3220000,서울특별시 강남구,969,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
울산옹기축제,울주군 외고산옹기마을일원,2025-05-03,2025-05-05,웰컴투옹기마을(옹기주제전시+창작공연+옹기만들기체험+주민참여공연등),(재)울주문화재단,(재)울주문화재단,문화체육관광부+울산광역시+울산광역시 울주군+울산광역시의회+울산광역시 울주군의회,052-980-2233,https://www.onggi.or.kr,,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088,2025-06-05,3730000,울산광역시 울주군,1041,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제27회 포천 산정호수 명성산 억새꽃 축제,산정호수+명성산 일대,2024-10-11,2024-10-27,작은버스킹+1년 후에 받는 편지 등,포천시문화관광재단,경기도 포천시청,경기도+경기관광공사,,,,경기도 포천시 영북면 산정호수로411번길 89,,38.0688661,127.3221101,2025-06-23,5600000,경기도 포천시,151,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제19회 포천백운계곡 동장군 축제,백운계곡 일대,2023-12-22,2024-02-12,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,백운계곡상인협동조합,경기도 포천시청,,,,,경기도 포천시 이동면 포화로 233,,38.0547745,127.383869,2025-06-23,5600000,경기도 포천시,64,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제20회 포천백운계곡 동장군 축제,백운계곡 일대,2024-12-21,2025-02-02,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,백운계곡상인협동조합,경기도 포천시청,,,,,경기도 포천시 이동면 포화로 233,,38.0547745,127.383869,2025-06-23,5600000,경기도 포천시,38,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 포천 한탄강 가든페스타,한탄강 생태경관단지,2025-05-03,2025-06-15,Y출렁다리+계절 꽃 정원+ 전기자전거+반려견 놀이터 등,포천시농업재단,경기도 포천시청,Kwater,,,,경기도 포천시 관인면 창동로 832,,38.082926,127.208584,2025-06-23,5600000,경기도 포천시,95,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
강진청자축제,대구면 고려청자요지 일원,2025-02-22,2025-03-03,1000년전 청자문화를 꽃피웠던 청자의 고장 강진에서 자연과 함께어우러져 강진청자의 아름다움과 섬세함을 느껴볼 수 있는 봄맞이 축제,강진군축제추진위원회,전라남도 강진군,,061-430-3354,http://www.gangjin.go.kr/culture/festival/celadon_porcelain,,전라남도 강진군 대구면 청자촌길 33,전라남도 강진군 대구면 사당리 127,34.50866041,126.8008375,2025-06-23,4920000,전라남도 강진군,114,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
전라병영성축제,전라병영성 일원,2025-04-18,2025-04-20,강진을 대한민국 호국정신 성지로 이어가는 역사교육 도시로 재탄생,강진군축제추진위원회,전라남도 강진군,,061-430-3352,http://www.gangjin.go.kr/culture/festival/byengyeongseong,,전라남도 강진군 병영면 병영성로 175,전라남도 강진군 병영면 성동리 320-8,34.7200428,126.8171424,2025-06-23,4920000,전라남도 강진군,65,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
강진수국길축제,강진 V랜드 공원,2025-06-27,2025-06-29,"강진읍 고성사, 금곡사, 보은사 등산로를 중심으로 총 8km달하는 수국 꽃길 관광 상품화",강진군축제추진위원회,전라남도 강진군,,061-430-3354,http://www.gangjin.go.kr/culture/festival/hydrangea,,전라남도 강진군 강진읍 고성길 174,전라남도 강진군 강진읍 남성리301-2,34.65238307,126.7625177,2025-06-23,4920000,전라남도 강진군,64,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
